"","ID","items","trial","cor2","RT","AHA","surprise","task","sample","sex","age","citizenship","english_proficiency","education","cor1","alternative","AHA_fac","task_f","sample_f","suddenness","visual_pic","conceptual_pic","solution_pic","PC_CD_conc","CS_CD_conc","PS_CD_conc","PC_Vis_HR","CS_Vis_HR","PS_Vis_HR","items_utf8","V1","V2","V3","cor2_f","T123Solve_lch","AHA_num","PC_LCH","PS_LCH","CS_LCH","T123_lch"
"19","255","MASTER - TOSS - FINGER",21,1,1.138,"xAHA",1,"CRA","english",1,22,"Belarus",6,"Msc/MA",1,0,"xAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER - TOSS - FINGER","MASTER","TOSS","FINGER","1",1.1012,1,NA,NA,NA,1.04253333333333
"20","255","SAGE - PAINT - HAIR",22,1,0.062,"xAHA",1,"CRA","english",1,22,"Belarus",6,"Msc/MA",1,0,"xAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGE - PAINT - HAIR","SAGE","PAINT","HAIR","1",1.4248,1,NA,NA,NA,1.3579
"21","266","DATE - ALLEY - FOLD",6,1,18.181,"xAHA",5,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DATE - ALLEY - FOLD","DATE","ALLEY","FOLD","1",1.6094,1,NA,NA,NA,1.0425
"22","266","PEACH - ARM - TAR",17,1,4.933,"xAHA",4,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEACH - ARM - TAR","PEACH","ARM","TAR","1",1.11596666666667,1,NA,NA,NA,0.9851
"23","266","WATER - MINE - SHAKER",21,1,2.539,"xAHA",4,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WATER - MINE - SHAKER","WATER","MINE","SHAKER","1",1.5168,1,NA,NA,NA,1.5258
"24","266","lupe.jpg",54,1,0.653,"xAHA",4,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,1,"xAHA","VRAT","english",3,"lupe.jpg","topf.jpg","pan.jpg",0.37,0.64,0.41,17.96721311,24.67213115,72.2295082,"lupe.jpg","lupe.jpg","","","1",NA,1,0.41972,0.41972,0.69343,NA
"25","266","fotofilm.jpg",61,1,4.063,"xAHA",4,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",3,"fotofilm.jpg","stromkreis.jpg","batterie.jpg",0.48,0.45,0.41,13.03278689,9.968253968,74.63934426,"fotofilm.jpg","fotofilm.jpg","","","1",NA,1,0.35745,0.35745,0.69343,NA
"26","266","AGE - MILE - SAND",8,1,1.3,"xAHA",3,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGE - MILE - SAND","AGE","MILE","SAND","1",1.32276666666667,1,NA,NA,NA,1.3022
"27","266","FRENCH - CAR - SHOE",18,1,2.635,"xAHA",3,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRENCH - CAR - SHOE","FRENCH","CAR","SHOE","1",1.42286666666667,1,NA,NA,NA,0.9783
"28","266","tippex.jpg",9,1,6.506,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"tippex.jpg","mausefalle.jpg","maus.jpg",0.48,0.39,0.45,35.83870968,13.08196721,37.86885246,"tippex.jpg","tippex.jpg","","","1",NA,1,0.38685,0.15041,0.17834,NA
"29","266","tvtower.jpg",24,1,2.513,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"tvtower.jpg","tabletten.jpg","spritze.jpg",0.2,0.54,0.17,8.950819672,9.209677419,70.86885246,"tvtower.jpg","tvtower.jpg","","","1",NA,1,0.33085,0.38685,0.5,NA
"30","266","kette.jpg",27,1,3.289,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"kette.jpg","dog.jpg","halsband.jpg",0.27,0.34,0.48,12.65079365,9.508196721,52.35483871,"kette.jpg","kette.jpg","","","1",NA,1,0.30657,0.55088,0.30657,NA
"31","266","handy.jpg",29,1,5.272,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"handy.jpg","rechenschieber.jpg","taschenrechner.jpg",0.46,0.58,0.62,10.90163934,16.09677419,69.75806452,"handy.jpg","handy.jpg","","","1",NA,1,0.45698,0.38685,0.45698,NA
"32","266","buegelbrett.jpg",30,1,1.353,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"buegelbrett.jpg","neopren.jpg","surfboard.jpg",0.56,0.58,0.55,10.16129032,16.11290323,57.15873016,"buegelbrett.jpg","buegelbrett.jpg","","","1",NA,1,0.41972,0.45698,0.33085,NA
"33","266","stempel.jpg",34,1,2.275,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"stempel.jpg","nail.jpg","hammer.jpg",0.35,0.38,0.37,14.14285714,50.37704918,23.61290323,"stempel.jpg","stempel.jpg","","","1",NA,1,0.38685,0.38685,0.69343,NA
"34","266","tischtenniskelle.jpg",37,1,3.303,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"tischtenniskelle.jpg","fussgaengerueberweg.jpg","stopsign.jpg",0.47,0.51,0.48,9.140625,21.40322581,48.36507937,"tischtenniskelle.jpg","tischtenniskelle.jpg","","","1",NA,1,0.22629,0.35745,0.2443,NA
"35","266","sleepingbag.jpg",39,1,0.925,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,1,"xAHA","VRAT","english",4,"sleepingbag.jpg","egypt.jpg","mummy.jpg",0.35,0.45,0.32,11.16129032,18.31147541,82.40983607,"sleepingbag.jpg","sleepingbag.jpg","","","1",NA,1,0.41972,0.41972,0.41972,NA
"36","266","lindenblatt.jpg",43,1,1.853,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lindenblatt","lindenblatt","","","1",NA,1,0.38685,0.33085,NA,NA
"37","266","verteilersteckdose.jpg",44,1,1.12,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"verteilersteckdose.jpg","turnsign.jpg","trafficlight.jpg",0.41,0.48,0.31,8.950819672,12.29508197,67.49180328,"verteilersteckdose.jpg","verteilersteckdose.jpg","","","1",NA,1,0.38685,0.38685,0.35745,NA
"38","266","reifen.jpg",45,1,0.32,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"reifen.jpg","hand.jpg","ring.jpg",0.25,0.27,0.32,7.393442623,7.629032258,66.25396825,"reifen.jpg","reifen.jpg","","","1",NA,1,0.35745,0.41972,0.38685,NA
"39","266","microwave.jpg",46,1,2.054,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,1,"xAHA","VRAT","english",4,"microwave.jpg","oscar.jpg","tv.jpg",0.24,0.31,0.57,7.540983607,8.838709677,74.12698413,"microwave.jpg","microwave.jpg","","","1",NA,1,0.11315,0.41972,0.12502,NA
"40","266","mutter2.jpg",47,1,1.827,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"mutter2.jpg","bee.jpg","honeycomb.jpg",0.5,0.45,0.53,8.442622951,15.03278689,21.24590164,"mutter2.jpg","mutter2.jpg","","","1",NA,1,0.13743,0.35745,0.20938,NA
"41","266","polaroid.jpg",48,0,0.578,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"polaroid.jpg","briefkasten.jpg","briefmarke.jpg",0.31,0.47,0.45,8.838709677,9.421875,61.26229508,"polaroid.jpg","polaroid.jpg","","","0",NA,1,0.45698,0.26356,0.26356,NA
"42","266","blumenkohl.jpg",50,1,0.431,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"blumenkohl.jpg","filmkamera.jpg","popcorn.jpg",0.28,0.48,0.64,8.409836066,9.508196721,75.63492063,"blumenkohl.jpg","blumenkohl.jpg","","","1",NA,1,0.26356,0.45698,0.30657,NA
"43","266","hedgehog.jpg",51,1,2.485,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"hedgehog.jpg","haarspange.jpg","brush.jpg",0.46,0.59,0.35,16.59677419,21.57377049,51.01612903,"hedgehog.jpg","hedgehog.jpg","","","1",NA,1,0.19343,0.17834,0.41972,NA
"44","266","gun36.jpg",52,1,5.162,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"gun36.jpg","comb.jpg","hairdryer.jpg",0.3,0.39,0.42,18.3968254,23.5625,83.27419355,"gun36.jpg","gun36.jpg","","","1",NA,1,0.5,0.61315,0.55088,NA
"45","266","buerste.jpg",53,1,0.705,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"buerste.jpg","lipstick.jpg","mascara.jpg",0.51,0.52,0.44,21.67741935,57.9516129,67.5,"buerste.jpg","buerste.jpg","","","1",NA,1,0.38685,0.38685,0.69343,NA
"46","266","walnut.jpg",56,1,0.136,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"walnut.jpg","skeleton.jpg","brain.jpg",0.38,0.47,0.37,21.39344262,10.79032258,67.90163934,"walnut.jpg","walnut.jpg","","","1",NA,1,0.41972,0.38685,0.41972,NA
"47","266","snake.jpg",57,1,13.637,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"snake.jpg","pants.jpg","belt.jpg",0.31,0.39,0.27,8.564516129,8.016393443,70.90163934,"snake.jpg","snake.jpg","","","1",NA,1,0.20938,0.20938,0.55088,NA
"48","266","rohrsystem.jpg",58,1,3.216,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"rohrsystem.jpg","maus.jpg","maze.jpg",0.39,0.32,0.39,7.016393443,9.285714286,72.2295082,"rohrsystem.jpg","rohrsystem.jpg","","","1",NA,1,0.19343,0.5,0.282595,NA
"49","266","strassenlampe.jpg",60,1,1.436,"xAHA",3,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"strassenlampe.jpg","crown.jpg","scepter.jpg",0.32,0.4,0.28,25.0483871,21.09677419,68.48387097,"strassenlampe.jpg","strassenlampe.jpg","","","1",NA,1,0.45698,0.41972,0.5,NA
"50","266","CANE - DADDY - PLUM",3,1,1.635,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CANE - DADDY - PLUM","CANE","DADDY","PLUM","1",0.7473,1,NA,NA,NA,0.8961
"51","266","DRESS - DIAL - FLOWER",10,1,1.068,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRESS - DIAL - FLOWER","DRESS","DIAL","FLOWER","1",1.26476666666667,1,NA,NA,NA,1.18666666666667
"52","266","CREAM - SKATE - WATER",14,1,0.63,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CREAM - SKATE - WATER","CREAM","SKATE","WATER","1",1.65923333333333,1,NA,NA,NA,1.2485
"53","266","COTTAGE - SWISS - CAKE",15,1,0.312,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COTTAGE - SWISS - CAKE","COTTAGE","SWISS","CAKE","1",1.9364,1,NA,NA,NA,1.1259
"54","266","SLEEPING - BEAN - TRASH",16,1,1.107,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLEEPING - BEAN - TRASH","SLEEPING","BEAN","TRASH","1",1.1296,1,NA,NA,NA,1.07113333333333
"55","266","WORM - SHELF - END",19,1,0.899,"xAHA",2,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WORM - SHELF - END","WORM","SHELF","END","1",1.1012,1,NA,NA,NA,1.1796
"56","266","kabelrolle.jpg",5,1,3.63,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"kabelrolle.jpg","filmtimer.jpg","filmreel.jpg",0.34,0.43,0.47,21.828125,17.62295082,69.63492063,"kabelrolle.jpg","kabelrolle.jpg","","","1",NA,1,NA,0.30657,NA,NA
"57","266","steckdose.jpg",14,1,2.953,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"steckdose.jpg","facemask.jpg","face.jpg",0.3,0.41,0.33,12.13114754,8.790322581,34.91803279,"steckdose.jpg","steckdose.jpg","","","1",NA,1,0.41972,0.38685,0.35745,NA
"58","266","turkperl.jpg",16,1,4.897,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"turkperl.jpg","binocu8.jpg","eye.jpg",0.43,0.38,0.33,15.67741935,12.9375,63.03278689,"turkperl.jpg","turkperl.jpg","","","1",NA,1,0.28424,0.28424,0.28424,NA
"59","266","streichholz.jpg",17,1,5.297,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"streichholz.jpg","cheeseburger.jpg","fries.jpg",0.43,0.58,0.44,7.306451613,12.85245902,45.9047619,"streichholz.jpg","streichholz.jpg","","","1",NA,1,0.33085,0.35745,0.5,NA
"60","266","zwiebelturm.jpg",19,1,8.661,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"zwiebelturm.jpg","moehren.jpg","zwiebel.jpg",0.38,0.72,0.44,14.22580645,28.88709677,60.56451613,"zwiebelturm.jpg","zwiebelturm.jpg","","","1",NA,1,0.33085,0.35745,0.61315,NA
"61","266","dalmatiner.jpg",20,1,5.78,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"dalmatiner.jpg","milk.jpg","cow.jpg",0.32,0.47,0.51,17.70491803,19,68.64516129,"dalmatiner.jpg","dalmatiner.jpg","","","1",NA,1,0.28424,0.41972,0.33085,NA
"62","266","ceilingfan.jpg",21,1,1.314,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"ceilingfan.jpg","conch.jpg","starfish.jpg",0.35,0.43,0.51,10.57377049,33.95081967,62.88709677,"ceilingfan.jpg","ceilingfan.jpg","","","1",NA,1,0.20938,0.19343,0.5,NA
"63","266","waage2.jpg",28,1,2.197,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"waage2.jpg","klettergeruest.jpg","wippe.jpg",0.39,0.58,0.45,22.45901639,20.45901639,62.86885246,"waage2.jpg","waage2.jpg","","","1",NA,1,0.41972,0.41972,0.55088,NA
"64","266","pumpkin.jpg",32,1,2.803,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"pumpkin.jpg","sportshoes.jpg","basketball.jpg",0.37,0.41,0.35,6.857142857,7.147540984,82.40983607,"pumpkin.jpg","pumpkin.jpg","","","1",NA,1,0.33085,0.30657,0.35745,NA
"65","266","cigarette8.jpg",35,1,0.253,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"cigarette8.jpg","chalkboard8a.jpg","chalk.jpg",0.36,0.34,0.3,11.26984127,12.45901639,79.70491803,"cigarette8.jpg","cigarette8.jpg","","","1",NA,1,0.41972,0.5,0.38685,NA
"66","266","umdreher.jpg",36,1,4.482,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"umdreher.jpg","muecke.jpg","flyswat.jpg",0.41,0.37,0.53,11.09836066,10.17741935,68.06557377,"umdreher.jpg","umdreher.jpg","","","1",NA,1,0.15041,0.45698,0.17834,NA
"67","266","stone.jpg",40,1,0.369,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"stone.jpg","stetoskop.jpg","heart.jpg",0.39,0.39,0.35,22.31147541,15.98360656,72.33870968,"stone.jpg","stone.jpg","","","1",NA,1,0.35745,0.38685,0.30657,NA
"68","266","vase1.jpg",42,1,1.792,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"vase1.jpg","coffin8.jpg","urne.jpg",0.45,0.67,0.43,12.54098361,17.50793651,64.70967742,"vase1.jpg","vase1.jpg","","","1",NA,1,0.55088,0.55088,0.69343,NA
"69","266","can.jpg",55,1,4.333,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"can.jpg","toiletplug.jpg","toilet.jpg",0.4,0.37,0.34,13.06557377,9.887096774,56.08196721,"can.jpg","can.jpg","","","1",NA,1,0.38685,0.45698,0.41972,NA
"70","266","branch.jpg",64,1,0.191,"xAHA",2,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"branch.jpg","reh.jpg","antlers.jpg",0.35,0.42,0.5,20.49180328,63.31147541,66.43548387,"branch.jpg","branch.jpg","","","1",NA,1,0.26356,0.38685,0.22629,NA
"71","266","SLEEPING - BEAN - TRASH",22,1,1.421,"xAHA",1,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLEEPING - BEAN - TRASH","SLEEPING","BEAN","TRASH","1",1.1296,1,NA,NA,NA,1.07113333333333
"72","266","octopus.jpg",8,1,3.986,"xAHA",1,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",6,"octopus1.jpg","saugnapf2.jpg","octopus.jpg",0.6,0.54,0.5,36.04761905,14.85714286,48.70967742,"octopus.jpg","octopus.jpg","","","1",NA,1,NA,0.19343,0.19343,NA
"73","266","golfball.jpg",22,1,0.827,"xAHA",1,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",6,"golfball.jpg","astronaut.jpg","moon.jpg",0.31,0.29,0.4,18.17741935,15.87096774,73.41935484,"golfball.jpg","golfball.jpg","","","1",NA,1,0.17834,0.30657,0.22629,NA
"74","266","football.jpg",41,0,44.563,"noAHA",7,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",0,"football.jpg","pflaster.jpg","scar.jpg",0.33,0.4,0.26,17.83606557,35.03278689,60.52380952,"football.jpg","football.jpg","","","0",NA,0,0.38685,0.26356,0.26356,NA
"75","266","tyrann.jpg",49,0,18.467,"noAHA",7,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",0,"tyrann.jpg","wickeltuch.jpg","cangaroo.jpg",0.6,0.45,0.49,10.72580645,31.22580645,65.03278689,"tyrann.jpg","tyrann.jpg","","","0",NA,0,0.20938,0.45698,0.20938,NA
"76","266","FOOD - FORWARD - BREAK",9,1,15.544,"noAHA",6,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOOD - FORWARD - BREAK","FOOD","FORWARD","BREAK","1",NA,0,NA,NA,NA,NA
"77","266","SANDWICH - HOUSE - GOLF",20,1,19.495,"noAHA",6,"CRA","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SANDWICH - HOUSE - GOLF","SANDWICH","HOUSE","GOLF","1",1.0268,0,NA,NA,NA,0.901333333333333
"78","266","zebra.jpg",62,0,19.624,"noAHA",6,"VRAT","english",0,28,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",1,"zebra.jpg","road1.jpg","crosswalk.jpg",0.16,0.28,0.29,28.83606557,64.69354839,46.31147541,"zebra.jpg","zebra.jpg","","","0",NA,0,0.12502,0.13743,0.5,NA
